Location(A),Location(B),Date,Electricity,Gas,latitude,longitude,Area,Approval
마포구,서교동,2020-08-01,5256,6802,37.55509647,126.9144256,1635.3,2014-07-10
마포구,서교동,2020-09-01,11798,7268,37.55509647,126.9144256,1635.3,2014-07-11
마포구,도화동,2019-10-01,2450,12322,37.53771366,126.9502919,957.14,2000-03-11
마포구,도화동,2019-11-01,3729,20208,37.53771366,126.9502919,957.14,2000-03-12
마포구,도화동,2019-12-01,6866,14826,37.53771366,126.9502919,957.14,2000-03-13
마포구,도화동,2020-01-01,8282,10768,37.53771366,126.9502919,957.14,2000-03-14
마포구,도화동,2020-02-01,6316,3859,37.53771366,126.9502919,957.14,2000-03-15
마포구,도화동,2020-03-01,3941,7610,37.53771366,126.9502919,957.14,2000-03-16
마포구,도화동,2020-04-01,2599,11090,37.53771366,126.9502919,957.14,2000-03-17
마포구,도화동,2020-05-01,2116,13989,37.53771366,126.9502919,957.14,2000-03-18
마포구,도화동,2020-06-01,2303,14867,37.53771366,126.9502919,957.14,2000-03-19
마포구,도화동,2020-07-01,2668,17322,37.53771366,126.9502919,957.14,2000-03-20
마포구,도화동,2020-08-01,3579,6802,37.53771366,126.9502919,957.14,2000-03-21
마포구,도화동,2020-09-01,2938,7268,37.53771366,126.9502919,957.14,2000-03-22
마포구,대흥동,2019-10-01,71913,2736,37.555816,126.942411,2772.94,2017-06-08
마포구,대흥동,2019-11-01,47913,3129,37.555816,126.942411,2773.94,2017-06-09
마포구,대흥동,2019-12-01,72249,3552,37.555816,126.942411,2774.94,2017-06-10
마포구,대흥동,2020-01-01,78039,3897,37.555816,126.942411,2775.94,2017-06-11
마포구,대흥동,2020-02-01,74111,4110,37.555816,126.942411,2776.94,2017-06-12
마포구,대흥동,2020-03-01,64857,3512,37.555816,126.942411,2777.94,2017-06-13
마포구,대흥동,2020-04-01,64399,3667,37.555816,126.942411,2778.94,2017-06-14
마포구,대흥동,2020-05-01,51023,5812,37.555816,126.942411,2779.94,2017-06-15
마포구,대흥동,2020-06-01,46165,5231,37.555816,126.942411,2780.94,2017-06-16
마포구,대흥동,2020-07-01,67765,6211,37.555816,126.942411,2781.94,2017-06-17
마포구,대흥동,2020-08-01,86130,4213,37.555816,126.942411,2782.94,2017-06-18
마포구,대흥동,2020-09-01,89999,3253,37.555816,126.942411,2783.94,2017-06-19
